ID;AGE;PAY_0;PAY_2;PAY_3;PAY_4;PAY_5;PAY_6;RATIO;PAY_AMT1;PAY_AMT2;PAY_AMT3;PAY_AMT4;PAY_AMT5;PAY_AMT6;default.payment.next.month
18702;25;0;0;0;0;0;3;0,1134;1500;1575;1500;1000;0;0;0
18703;27;0;0;0;-1;0;0;0,8053;1500;2753;110094;3002;3200;3100;0
18704;27;0;0;2;2;2;2;0,5203;2500;2000;0;2000;0;1000;0
18705;27;0;0;0;0;0;0;0,8473;6000;7000;8000;6574;5500;5500;0
18706;27;2;0;0;0;0;0;1,021;6500;7100;6100;6000;5600;7700;1
18707;28;2;2;0;0;2;2;0,331;0;1825;3100;1300;1500;1771;0
18708;28;1;2;0;0;0;0;0,8293;0;1970;1827;1044;993;1999;0
18709;27;0;0;0;-2;-2;-2;0,3846;1000;0;0;0;0;0;0
18710;26;0;0;0;0;0;0;0,9903;1455;3623;2000;1038;0;0;1
18711;30;0;0;0;2;0;0;1,1402;5200;11700;0;10000;12500;0;0
18712;26;0;0;0;0;0;0;0,6981;2500;2300;2300;2000;1900;3000;0
18713;26;0;0;0;0;0;0;0,1106;3487;10000;2000;1000;3000;1000;0
18714;25;0;0;0;0;0;0;0,423;3100;3626;2500;2450;2693;2602;0
18715;28;0;0;-1;0;0;0;0,1561;1010;64513;2420;1473;1062;1022;0
18716;26;0;0;0;0;0;0;0,5726;2000;2100;2000;2000;2000;2000;0
18717;26;-2;-2;-2;-2;-2;-2;0,2509;27603;29890;21890;257;10833;212;0
18718;26;-1;0;0;0;0;0;0,3675;3100;2548;2050;3006;2000;137;0
18719;26;2;2;0;0;2;2;0,67;0;2007;3582;0;3601;0;1
18720;26;2;2;2;0;0;0;1,0158;7063;7;2054;1800;2864;3197;1
18721;27;2;2;0;0;2;0;0,4617;0;2000;6844;0;2071;2115;0
18722;28;-1;-1;-1;0;0;-2;0,2216;3445;80401;32083;2907;13;20303;0
18723;28;0;0;0;0;0;0;0,6966;7013;10051;10026;7039;8057;10213;0
18724;28;0;0;0;0;-1;0;0,6283;100000;10000;6749;586;80000;30000;0
18725;28;-1;-1;0;0;0;0;0,9413;10094;10000;1549;3000;790;1000;0
18726;28;2;2;2;2;2;2;0,736;4500;4400;3700;0;7800;0;1
18727;29;-1;-1;-1;-1;-2;-2;0,0464;0;780;2220;0;0;8893;0
18728;29;0;0;0;0;0;-1;0,2996;30000;1300;2000;1000;16332;15833;0
18729;28;0;0;0;0;0;0;1,0262;6010;6108;5831;4700;4486;4871;0
18730;29;0;0;0;0;0;0;0,2789;2500;2600;3000;3000;2200;2300;0
18731;23;0;0;0;0;0;0;0,7773;2000;1322;1338;1000;1500;1000;1
18732;23;1;2;2;0;0;0;1,036;4350;0;2350;1048;1077;1154;1
18733;23;-1;0;0;0;0;0;0,9508;2000;2100;2000;2000;2100;2050;0
18734;24;0;0;0;0;0;-2;0,9234;5000;5000;2000;0;0;0;0
18735;25;0;0;0;2;2;2;0,6212;1757;3237;0;2300;0;1100;0
18736;25;1;2;2;2;2;2;0,8442;0;4545;0;5500;2090;0;0
18737;25;1;2;0;0;0;0;0,6667;0;1828;1900;1900;2000;4300;1
18738;25;0;0;0;-1;-1;-1;0,1917;1200;1000;1700;0;5679;1600;1
18739;25;-1;2;-1;0;0;0;0,1761;0;1405;3427;0;0;984;1
18740;26;-2;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0
18741;26;-1;-1;-1;-1;-1;-2;0,0194;2335;0;4670;0;0;0;0
18742;26;0;0;-2;-2;-1;0;0,5357;0;0;0;51571;5001;3001;0
18743;27;0;0;0;0;0;0;0,9667;1800;2000;2500;1500;1000;2000;0
18744;29;0;0;0;0;0;-2;0,1999;2000;4037;2000;0;0;0;0
18745;29;0;0;0;0;0;0;0,9879;4030;4000;4492;1000;1000;0;0
18746;29;0;0;0;0;0;0;0,1517;2000;1600;2000;1500;1500;2000;0
18747;29;0;0;0;0;0;0;0,9917;1600;1600;1278;620;3000;900;0
18748;25;1;2;2;2;2;0;0,1298;1600;0;4300;0;2000;2000;0
18749;26;2;2;2;2;2;2;1,0236;3200;2400;12;3200;1619;0;1
18750;26;0;0;0;0;0;0;0,1136;3000;6000;3000;2003;3101;530;0
18751;26;0;0;0;0;0;0;0,0607;3010;5002;4008;5000;5000;912;0
18752;26;0;0;0;0;0;0;0,8853;9016;10000;9000;6600;7100;7500;0
18753;26;-1;-1;-1;-2;-2;-1;0,0364;7478;0;0;0;980;0;0
18754;27;0;0;0;0;0;0;0,4477;6040;12538;5047;10522;6082;10018;0
18755;27;0;0;0;0;-1;-1;0,0944;1249;1144;1907;557;0;0;0
18756;29;-2;-1;-1;0;0;0;0,1235;21250;23005;35012;25000;24000;24000;0
18757;30;0;0;2;-1;0;0;0,749;2250;0;32468;2000;104465;4602;0
18758;30;1;2;2;2;2;0;0,9706;6000;6085;12534;0;6000;6000;0
18759;30;-1;2;-1;0;0;-2;0,0719;0;6270;14085;6396;9;6172;0
18760;30;2;0;0;0;0;2;0,5206;2700;3400;3458;6300;0;3200;1
18761;28;-1;-1;2;-1;-1;-1;0,3139;26286;0;1117;1117;0;1128;0
18762;29;0;0;0;0;0;0;0,2769;8000;2002;1600;2000;3000;10000;0
18763;29;0;0;0;-2;-2;-2;0,1259;3000;0;0;0;0;84363;0
18764;30;-1;-1;-1;-1;-1;0;0,0046;390;390;390;980;0;1288;0
18765;28;0;0;0;0;0;0;0,782;6502;8100;8200;6000;6200;6200;0
18766;28;-1;-1;-1;-1;-1;-1;0,0212;576;4251;1358;300;8909;5670;0
18767;28;1;-2;-1;2;-1;-1;0,001;0;233;0;20;0;0;0
18768;28;0;0;0;-1;-1;-2;0,0304;1000;3000;3000;0;0;0;0
18769;28;0;0;0;0;0;-2;0,7348;1970;2300;1352;700;1134;48;0
18770;26;0;0;0;0;-1;0;0,3474;1623;5879;1000;11360;486;478;0
18771;26;-1;2;0;0;0;0;0,1325;0;1136;1062;339;187;364;1
18772;26;-1;-1;-1;-1;-1;-2;0,0559;376;987;1200;0;0;0;1
18773;27;0;0;0;0;0;0;0,9577;1971;2000;2003;2003;2070;2140;1
18774;27;2;2;2;2;0;0;0,4687;3000;2000;0;900;900;1006;1
18775;28;0;0;0;0;0;0;0,1387;43003;2107;1246;346;30000;53000;0
18776;29;0;0;0;0;0;0;0,4212;7062;2354;3409;3440;2507;4572;0
18777;27;0;0;0;0;0;0;0,3046;5332;5000;10238;5000;5000;2000;0
18778;27;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0
18779;29;-1;-1;-1;-1;-1;-2;0,0834;28;342;25081;0;0;0;0
18780;28;-1;-1;-1;-1;0;-1;0,0708;7937;10132;7084;4;1555;0;0
18781;29;-1;-1;-2;-2;-2;-2;0,0028;95;0;0;0;0;0;0
18782;30;1;2;2;2;-1;-1;0,2251;0;15015;0;45031;20000;45010;0
18783;29;-1;-1;-2;-1;-1;-1;0,0406;0;0;1298;359;6100;0;0
18784;27;0;0;0;0;0;0;0,1088;7004;9000;7000;5000;5000;10433;0
18785;26;-1;-1;0;0;0;-1;0,3935;90523;10000;5170;5000;15165;8981;0
18786;27;0;0;0;0;0;0;0,0949;1300;1650;1620;700;870;880;0
18787;27;-1;-1;-1;-1;-1;-1;0,1852;1118;490;1433;0;1096;0;0
18788;28;0;0;0;0;0;0;0,8061;2100;2000;1700;1307;3400;1500;0
18789;28;0;0;0;0;0;0;0,2968;6002;3008;2006;2045;1346;1196;0
18790;28;0;0;0;-1;-1;-2;0,0549;3000;3968;2690;0;0;5400;0
18791;28;0;0;0;0;0;0;0,9969;2000;2000;2000;1100;1088;1124;0
18792;29;2;0;0;0;0;0;1,0308;5314;4398;4196;1857;8271;1948;1
18793;29;0;0;0;0;0;0;1,723;4000;4000;2257;2000;2000;700;0
18794;29;1;2;0;0;0;0;0,8827;0;4500;5200;4000;5000;7200;0
18795;29;0;0;0;0;0;0;0,3468;2500;3007;51780;2025;1560;747;0
18796;29;-2;-2;-1;2;2;-2;0,2649;0;21197;0;0;0;0;1
18797;29;-2;-2;-2;-2;-2;-2;0,0074;1561;906;302;604;302;825;0
18798;29;0;0;0;0;0;0;0,98;1876;2399;1819;472;477;472;0
18799;29;0;0;0;0;0;0;0,9469;3400;3706;3009;2400;2300;2500;0
18800;25;1;-2;-1;2;-1;-1;0,0066;0;330;0;990;0;0;0
18801;26;-1;-1;-1;-1;-1;-1;0,0892;780;1152;780;2678;1544;1588;0
18802;26;0;0;0;0;0;0;0,529;4000;5390;3000;1453;2000;1677;0
18803;26;0;0;0;0;0;0;0,5563;3500;3000;2000;2000;2000;2000;0
18804;26;0;0;0;0;0;0;0,4971;6000;2500;3000;7475;3000;2500;0
18805;26;0;0;0;0;0;0;0,9016;6000;5030;6000;4000;15000;5000;0
18806;29;0;0;-1;-1;-1;0;0,0288;1000;332;0;664;0;1992;0
18807;31;1;-2;-2;-2;-1;-1;0,0009;0;0;0;150;167;2578;0
18808;31;0;0;0;0;0;0;1,0351;2600;3500;3000;1000;1500;478;0
18809;31;0;0;0;0;0;0;0,1185;2000;6016;1000;1500;13000;500;0
18810;30;0;0;0;0;0;0;0,6241;2000;2000;2000;1500;1500;1500;0
18811;27;-1;2;-1;-1;-1;-1;0,1698;0;4885;11889;0;4280;20600;0
18812;28;1;-1;-1;-1;-1;-1;0,0111;652;0;326;2005;474;326;0
18813;27;-1;-1;-1;-1;-1;-1;0,0008;208;208;208;208;208;208;1
18814;27;0;0;0;0;0;0;0,9126;1837;2500;1390;2007;2000;2000;0
18815;27;0;0;0;0;0;0;1,0252;7000;5341;4000;3500;3000;13000;0
18816;30;0;0;0;0;0;2;1,0102;3700;3700;4148;6000;0;3000;1
18817;29;0;0;0;0;-1;0;0,2304;3000;3000;182;123000;2740;2200;0
18818;30;1;-1;0;0;0;0;0,3516;107000;5006;4500;3000;3000;3000;0
18819;25;0;0;0;0;0;0;0,9498;1750;1804;1800;1000;1200;1500;1
18820;26;1;-2;-2;-2;-1;-1;0,0049;0;0;0;741;0;1669;0
18821;26;0;0;0;0;-1;-1;1,0112;4500;10056;200;2354;9446;0;0
18822;26;2;0;0;0;0;0;0,5526;5289;5496;4721;4132;3916;3550;1
18823;26;-1;-1;-1;-1;-2;-2;0,0069;463;2500;0;0;0;0;0
18824;27;-2;-1;0;0;0;0;0,1157;22366;1816;1303;0;0;0;1
18825;27;0;0;0;0;0;0;0,9315;3200;3500;3000;2600;2600;3000;0
18826;28;2;0;0;0;2;0;0,1386;2000;2500;3100;0;2000;8000;1
18827;24;1;2;2;3;2;2;0,1915;0;3412;0;0;1810;23;0
18828;27;0;0;0;0;0;0;0,3805;4000;5000;6039;4000;4000;4000;0
18829;29;0;0;0;0;0;0;0,5911;5500;5700;5800;5900;6100;6100;0
18830;29;-1;0;0;0;0;0;0,0766;10000;6000;23000;400;5857;6500;0
18831;29;0;0;0;0;0;0;0,9302;4012;4000;5000;3000;3300;3010;0
18832;31;0;0;-1;-1;-1;-1;0,0369;1205;2487;2700;2500;0;0;0
18833;22;0;0;0;0;0;0;0,7772;1595;2000;5000;0;5400;300;0
18834;24;0;0;0;0;0;0;0,7114;1800;2000;2000;1500;1500;0;0
18835;24;-1;-1;-2;-1;-1;-2;0,2491;0;0;823;0;0;519;0
18836;25;0;0;0;0;0;0;0,5638;2100;2100;1954;1500;3324;0;0
18837;25;2;0;0;2;0;0;0,1733;3000;3000;0;961;2000;2056;1
18838;26;0;0;0;0;0;0;0,1196;15943;27878;22572;17200;19843;96632;0
18839;27;0;0;2;0;0;0;0,6019;17100;0;8000;7000;7000;6000;0
18840;27;-1;-1;-1;-1;-2;-1;0,1412;21379;1339;0;0;8777;9495;0
18841;27;2;2;2;2;0;0;0,0472;1000;1000;1000;1000;2000;2000;1
18842;29;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0
18843;34;0;0;0;0;0;0;0,7212;2200;2015;2000;1500;1700;2000;0
18844;30;-2;-2;-2;-2;-2;-2;0,0024;187;376;187;243;184;828;0
18845;27;0;0;0;0;0;0;0,1185;2000;2000;2000;1000;2000;2000;1
18846;27;0;0;0;0;0;2;0,7124;3500;4326;3000;9000;0;3000;1
18847;28;0;0;0;0;0;0;0,9823;6500;6600;6000;3100;3200;3300;0
18848;27;0;0;0;0;0;0;0,4765;2400;2200;3000;3000;31018;3000;0
18849;30;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0
18850;28;0;0;0;0;0;0;0,9512;8031;55015;5327;5505;5525;6039;0
18851;28;-1;-1;-1;-1;0;-1;0,0561;845;9896;7977;17;1040;1848;0
18852;30;1;5;4;3;2;2;0,9511;0;0;0;1200;1300;985;1
18853;24;0;0;0;0;0;0;0,2314;4060;6037;8528;7053;0;0;0
18854;26;0;0;0;2;0;0;0,9734;5000;6100;0;3000;3000;3000;0
18855;26;0;0;0;0;0;0;0,0984;1459;1600;1607;898;1000;918;0
18856;23;0;0;0;0;0;0;1,0172;2000;1500;2000;1000;1500;3000;0
18857;27;0;0;0;0;0;0;0,7395;2000;2000;2039;2500;2500;2500;1
18858;28;-1;-1;2;0;0;0;0,012;1345;0;1000;1000;400;1000;0
18859;29;0;0;0;0;0;0;0,821;3000;3000;3000;3000;2500;12500;0
18860;28;0;0;0;0;0;0;0,9554;6200;6600;4225;3800;3816;4000;0
18861;26;0;0;0;0;0;-2;0,7813;3700;25007;2300;0;1500;0;0
18862;27;0;0;2;0;0;0;0,2863;4000;0;1794;2000;3000;1200;0
18863;27;1;-1;-1;-1;0;0;0,9;45000;1000;4874;500;500;0;1
18864;28;0;0;0;0;0;0;0,5937;4000;6000;6000;5000;5000;11500;0
18865;28;2;0;0;0;0;-2;0,7703;4500;2500;1000;0;0;0;0
18866;29;2;2;-2;-2;-2;-2;0,0416;0;0;0;0;0;0;0
18867;30;0;0;0;0;0;0;0,9757;7400;6328;5280;4300;4500;4300;0
18868;28;8;7;6;5;4;3;1,0957;0;0;0;0;6000;0;1
18869;28;1;2;2;0;0;0;0,0806;2000;0;2007;1000;5000;2000;1
18870;28;-1;2;2;2;0;0;0,1389;0;2500;0;1000;0;0;0
18871;27;0;0;0;0;0;0;0,4476;2000;1622;2013;500;500;500;0
18872;27;0;0;-1;0;0;0;0,3356;1034;27318;1407;429;417;200;0
18873;27;1;-1;-1;-1;-1;-1;0,0099;2000;900;800;0;2300;1838;0
18874;23;0;0;0;0;0;0;0,6307;1432;1476;1441;995;1021;1138;0
18875;26;1;2;2;0;0;0;0,0568;1500;0;1500;1000;300;406;0
18876;31;-2;-2;-2;-2;-2;-2;0,2142;4674;5449;4407;2455;34517;8495;0
18877;31;-1;-1;-1;-1;-1;-1;0,7485;144047;365;73000;415;415;50136;1
18878;30;0;0;0;0;0;0;0,2061;1947;2000;3776;606;10764;3217;0
18879;30;0;0;0;0;0;0;0,8817;2485;2880;2269;1418;5000;2000;0
18880;28;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0
18881;30;-2;-2;-1;-1;0;0;0,0543;2668;3222;21755;500;1000;475;0
18882;31;0;0;0;0;0;0;1,0207;1762;2314;1200;1000;1000;500;0
18883;30;-1;-1;-1;-1;-1;-1;0,0298;2040;5961;1829;1652;584;5430;0
18884;32;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0
18885;31;0;0;0;0;0;0;0,0789;5006;2000;4000;20000;5000;4000;0
18886;30;0;0;0;0;0;0;0,147;2000;1377;8011;165;2000;1000;0
18887;31;0;0;0;0;0;0;0,5001;6084;5024;5020;5093;3219;4024;0
18888;31;-2;-2;-2;-2;-2;-2;0,0035;0;0;0;1805;0;18268;0
18889;31;0;0;0;0;0;-2;0,6986;3977;5000;3000;0;0;111200;0
18890;30;0;0;0;0;0;0;0,9846;12401;13000;13208;10000;9506;10002;0
18891;28;1;2;0;0;0;0;1,0284;0;9025;8030;5639;6054;5100;1
18892;28;-1;0;0;0;0;0;0,2916;3008;2005;3036;5000;2200;1000;0
18893;28;1;2;2;2;2;2;0,9475;0;16000;0;13000;8000;0;1
18894;27;-2;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0
18895;27;0;0;0;2;0;0;0,0932;4000;5000;0;10000;7000;2000;0
18896;28;-1;-1;-2;-2;-2;-2;0,2243;0;0;0;0;0;0;0
18897;28;-1;-1;-1;-1;-1;-1;0,0025;500;0;1000;500;460;610;0
18898;29;0;0;0;-1;0;-1;0,1074;3000;3000;21000;20000;18924;22534;0
18899;28;0;0;-1;0;0;0;1,0071;1000;6327;135000;4700;5000;5000;1
18900;28;1;2;2;2;0;0;0,0467;0;3000;0;200;0;0;1
18901;27;0;0;0;2;0;0;0,642;4200;8000;14;3000;4500;3000;0
18902;27;0;0;0;0;0;0;1,0302;6000;5500;5500;4500;4400;4400;0
18903;28;-1;-1;-1;2;-1;-1;0,0334;1672;836;0;836;1517;1394;0
18904;28;-1;-1;-1;-1;-1;-1;0,1349;17015;19030;10000;10000;6100;22000;0
18905;28;-1;-1;-1;-1;0;0;0,1602;15023;18500;57697;11000;15000;5000;0
18906;29;-2;-2;-2;-2;-2;-2;0,0003;0;0;0;0;0;5017;0
18907;28;0;0;0;-1;-1;-1;0,1196;3817;1000;13775;12377;34458;1269;0
18908;28;0;0;0;-1;-1;-2;0,0836;2026;3814;2452;0;0;0;0
18909;28;-1;-1;-1;-1;-1;-1;0,0449;4388;3638;7489;2684;9448;5841;0
18910;29;-1;-1;-1;-1;-1;-1;0,0035;742;742;742;742;316;746;0
18911;29;3;2;2;4;4;3;0,0054;0;0;0;0;0;0;1
18912;28;0;0;0;0;0;0;0,9642;1971;2011;1700;1585;1641;4000;0
18913;28;-1;-1;-1;-1;-1;0;0,0293;4166;3607;275;5275;3223;3335;0
18914;28;1;3;3;2;2;2;0,9668;3500;0;0;3500;1000;3500;1
18915;28;1;2;0;0;0;0;0,5436;0;3000;3000;3000;5000;0;1
18916;28;1;-2;-1;-1;-1;0;0,0315;146;1006;2525;1504;1;649;0
18917;29;0;-1;0;-1;-1;0;0,345;8560;1600;8933;11784;199;8287;0
18918;28;2;0;0;0;0;0;0,1881;2000;2000;1500;1600;1500;1500;1
18919;28;2;2;2;2;2;2;0,9048;8000;8150;6500;6500;6000;0;1
18920;28;2;0;0;0;0;0;0,4387;1498;1614;1227;655;2000;5000;1
18921;28;0;0;-2;-2;-2;-1;0,0135;0;0;0;0;150;150;0
18922;28;0;0;0;0;0;0;0,4141;2000;2500;3000;2000;2000;3000;0
18923;28;0;0;0;-2;-2;-2;0,526;10000;0;0;0;0;0;0
18924;29;0;0;0;0;0;0;0,9296;50005;2312;2237;2038;2000;2127;0
18925;29;0;0;0;0;0;0;0,5744;3000;3500;3500;1902;2091;3000;0
18926;29;2;2;2;2;2;2;1,0197;5000;2000;0;4400;1600;0;0
18927;26;0;0;0;0;0;0;0,4941;4300;3500;5000;5000;1000;0;0
18928;28;2;0;0;0;0;0;0,9079;11232;11068;9035;9018;9018;9030;1
18929;29;2;2;2;0;0;0;0,1173;2605;0;1500;550;529;531;1
18930;30;-2;-2;-2;-2;-2;-2;0,0487;6370;2342;810;10253;1000;7079;0
18931;31;-1;-1;-1;-1;-1;-1;0,0015;326;326;326;326;326;326;0
18932;31;0;0;-2;-1;0;0;0,2315;0;0;52066;2000;3000;3000;0
18933;31;1;-2;-2;-1;-1;-1;0,0209;4210;0;2907;2400;945;0;0
18934;32;0;0;0;0;0;0;0,2139;1782;1275;1281;617;793;1000;0
18935;28;1;2;2;0;0;0;0,6722;3000;0;3000;3000;3000;5000;0
18936;34;0;0;0;2;0;0;1,0265;10000;4100;0;900;2000;1000;0
18937;28;1;2;2;2;2;2;1,0564;0;5229;18;3779;1764;0;0
18938;28;-1;-1;0;0;0;0;0,5652;52720;57861;12533;8699;1329;13580;0
18939;28;0;0;0;2;2;2;1,0156;3000;6000;0;3500;0;1100;0
18940;28;0;0;0;0;0;0;0,3603;5000;5500;6000;10000;5000;5000;1
18941;28;1;-1;-1;-1;-1;0;0,1652;13983;24831;2358;8210;19;0;0
18942;30;0;0;0;0;0;0;0,203;3040;1306;3400;3000;2000;0;0
18943;31;-1;-1;-2;-2;-2;-2;0,0828;0;0;0;0;0;0;0
18944;30;0;0;0;0;0;0;0,4596;7513;5552;1781;3021;3008;3015;0
18945;30;0;0;0;2;0;0;0,2763;27010;30300;179;5415;10000;10000;0
18946;31;-1;-1;-2;-1;0;0;0,0222;0;0;3567;175;0;0;0
18947;30;1;2;0;0;0;0;0,5082;0;1300;1281;1000;103860;4346;1
18948;32;1;2;0;0;0;0;0,5063;1503;5400;5200;5000;4667;5000;0
18949;32;-1;-1;2;-1;0;0;0,0195;652;0;978;0;0;326;0
18950;32;0;0;0;0;0;0;0,2814;3400;3700;3600;3000;3000;3000;0
18951;23;1;2;0;0;0;0;1,1507;0;2000;1389;1068;3000;2508;1
18952;23;2;3;2;2;2;0;0,2432;0;1642;700;0;349;872;1
18953;26;0;0;0;0;0;0;1,374;2281;2888;1800;2000;1900;1760;0
18954;23;0;0;-1;-1;-1;-1;0,8232;1000;9187;5408;12920;9656;4737;0
18955;23;0;0;0;0;0;0;0,8089;1300;1300;1300;600;600;600;0
18956;23;0;0;0;0;0;0;1,02;1983;2456;3288;1230;1085;1252;1
18957;39;-1;-1;-1;-1;-1;-1;0,0052;264;264;264;0;942;0;0
18958;28;2;2;2;2;2;2;0,9127;4000;9000;4500;5000;4639;0;1
18959;30;0;0;0;0;-1;0;0,2862;3025;5000;5000;65840;2000;2000;0
18960;30;-1;-1;-1;-1;-1;2;0,0293;2186;0;290;1209;0;7705;0
18961;29;-2;-2;-2;-2;-2;-1;0,3485;0;792;0;0;70500;1688;1
18962;29;1;2;2;2;2;2;0,7025;5000;3200;2500;0;6918;3520;0
18963;30;0;0;0;0;0;0;0,9332;3324;3428;3399;2546;2671;2939;0
18964;29;-1;-1;-1;2;0;-1;0,0568;1443;4545;0;0;3743;3000;1
18965;29;0;0;0;0;0;0;0,3023;2100;2105;2447;1200;3000;2000;0
18966;29;-2;-2;-1;0;0;0;0,1144;400;47581;1715;1700;1850;2000;0
18967;29;0;0;0;0;2;0;0,341;2000;2000;3000;0;2000;2200;0
18968;30;0;0;-2;-2;-2;-1;0,98;0;0;0;0;330982;30000;1
18969;27;0;0;0;0;0;0;0,5111;3729;1600;2000;1000;1100;900;0
18970;28;0;0;0;0;0;0;1,2818;1500;1660;20000;2030;1951;3000;0
18971;28;-1;-1;-1;-1;-1;0;0,1547;6398;16312;27829;14503;33633;10982;0
18972;28;0;-1;0;0;-1;0;0,1966;6942;24000;22000;20000;5000;3000;0
18973;28;3;2;0;0;2;0;0,534;0;1831;4339;0;2083;1939;0
18974;28;0;0;0;0;0;0;1,0269;2059;2100;2100;2000;4600;0;0
18975;28;0;0;0;0;0;0;0,3333;1291;11000;12288;20000;30000;590;0
18976;28;0;0;0;0;0;0;0,6017;2000;2000;1500;3000;721;1200;0
18977;29;0;0;0;0;-1;-1;0,0428;2000;2000;3500;367;16024;3500;0
18978;29;0;0;0;0;0;0;0,2536;2000;2000;2000;2000;1800;1800;0
18979;29;0;0;0;0;0;0;0,5642;2500;1941;2000;2000;2049;2222;0
18980;32;-1;-1;2;-1;0;-1;0,0688;298;0;13764;0;924;6635;0
18981;32;-2;-2;-2;-2;-2;-2;0,0864;3789;3459;528;6918;0;0;0
18982;32;0;0;0;0;0;0;0,6836;2349;3008;20000;20004;20000;2000;0
18983;33;-2;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;1
18984;33;0;0;0;0;0;0;0,7547;3204;3214;4001;3254;3325;3500;0
18985;30;0;0;0;0;0;0;0,9649;9100;9859;4147;3691;3700;3729;0
18986;30;0;0;0;0;0;0;0,628;8000;16020;13000;7012;5000;8000;0
18987;30;0;0;0;0;0;0;1,0145;2000;2000;2000;1400;1300;2000;0
18988;30;0;0;2;2;0;0;1,0464;13600;12200;0;7000;7000;7300;0
18989;30;3;3;2;2;2;2;1,0226;2000;4400;3700;4700;3300;3700;0
18990;31;0;0;0;0;0;0;1,0144;3310;2039;1237;634;5000;844;0
18991;32;0;0;0;0;0;0;1,68;1603;2000;2014;2503;2103;2221;0
18992;32;2;2;3;2;0;0;1,0455;6600;0;0;2500;5500;0;0
18993;31;-2;-2;-2;-2;-2;-2;0,0027;376;569;378;378;378;378;0
18994;28;0;0;0;0;0;0;0,973;3000;3000;2000;2000;1069;1074;0
18995;30;0;0;0;0;0;0;0,9184;3200;3007;3200;3000;3500;2600;0
18996;30;0;0;0;0;0;0;0,9986;1291;2382;1500;605;2000;2000;0
18997;36;0;-1;2;-1;0;0;0,052;1878;0;1883;0;0;0;0
18998;28;0;0;0;0;0;2;0,7676;10000;10000;8507;17215;11000;0;0
18999;30;-1;-1;0;-1;-1;-1;0,0767;18432;1416;16580;416;416;416;1
19000;29;0;0;2;2;2;2;1,151;6577;0;5816;0;5364;0;1
19001;29;-1;-1;-1;-1;-1;-1;0,0108;176;0;540;100;2600;704;0
19002;27;1;-2;-1;2;0;0;0,0125;7052;653;0;0;0;1300;0
19003;27;-2;-2;-2;-2;-2;-2;0,0263;3710;636;4001;1735;2054;2581;0
19004;29;0;0;0;0;0;0;0,245;8000;5000;3000;2000;2000;6000;0
19005;30;0;0;-1;-1;-1;-1;0,2776;20500;8007;1825;5563;1240;0;0
19006;29;0;0;0;0;0;0;0,9423;4200;5800;5800;4300;4500;4500;0
19007;30;-2;-2;-2;-2;-2;-2;0,123;14770;7832;416;270;0;0;0
19008;30;-2;-2;-2;-2;-2;-2;0,0036;0;846;846;0;846;500;0
19009;30;0;0;0;0;0;-1;0,1401;2000;2000;2000;3000;360;360;0
19010;29;0;0;0;0;0;0;0,647;10000;10000;10000;10000;7000;10000;0
19011;29;0;0;0;0;0;0;0,9692;13110;10691;10373;7901;5328;5061;0
19012;30;2;0;0;-1;-1;-2;0,0623;1074;1000;1000;0;0;0;1
19013;30;-1;-1;-1;-1;-1;0;0,1459;3537;6484;12306;21888;0;134;0
19014;31;-2;-2;-2;-2;-2;-2;0,0124;565;2009;0;0;0;0;1
19015;37;0;0;0;0;0;0;0,8846;1964;1701;1697;1548;1620;1774;0
19016;48;-2;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0
19017;36;0;0;0;0;0;0;0,9787;7483;5902;7061;4902;6057;5381;0
19018;27;0;0;0;0;0;0;0,5174;1325;1392;1313;759;2371;3294;0
19019;28;-1;-1;-1;0;0;0;0,0981;148;377;4000;2109;2832;316;0
19020;28;-1;0;0;0;0;0;0,4079;6009;5000;5000;5000;5000;5000;0
19021;28;0;0;0;0;0;0;1,0427;10500;9900;10907;7000;8000;7535;0
19022;34;2;2;2;2;2;0;0,763;4200;2000;1800;0;1700;3600;1
19023;35;-1;0;0;-1;-1;-1;0,0091;1150;1084;821;821;821;821;0
19024;42;2;2;0;0;0;0;0,9498;0;2000;2483;1003;969;1208;1
19025;26;0;0;-2;-2;-2;-2;0,1032;0;0;0;0;0;0;0
19026;28;1;2;2;0;0;0;0,4891;11000;54;7530;7648;6310;3312;1
19027;29;0;0;0;0;0;0;0,7987;2500;2500;2010;2000;2000;2000;1
19028;30;0;0;0;0;0;0;0,9803;2000;1655;1513;499;688;0;0
19029;35;0;0;0;0;0;0;0,9668;8517;7481;8000;7682;7979;13350;0
19030;45;2;0;0;0;0;0;0,9481;1482;1731;1742;1128;1800;1200;1
19031;49;0;0;0;0;0;2;1,0072;1800;2110;2010;1600;0;750;0
19032;34;0;0;0;0;0;0;0,9896;2807;3008;2812;2000;2000;2000;0
19033;34;1;2;2;2;2;2;0,9926;0;3600;0;2524;0;1139;0
19034;45;0;0;0;0;0;0;1,0262;1759;1762;1717;966;5739;1577;1
